FID,UtcTimestamp,lat,lon,time_utc,pred_lat,pred_lon,separation_km
1296,2026-08-02T07:52:00.0000000+00:00,35.26148333,16.2676,2026-08-02 07:52:00,35.261482,16.2676,0.0001680699335336956
1297,2026-08-02T08:22:00.0000000+00:00,35.26523333,16.27621667,2026-08-02 08:22:00,35.267017,16.267502,0.8155929613739615
1298,2026-08-02T08:52:00.0000000+00:00,35.26905,16.28538333,2026-08-02 08:52:00,35.27258,16.268661,1.5679172550618723
1299,2026-08-02T09:22:00.0000000+00:00,35.27416667,16.29568333,2026-08-02 09:22:00,35.277973,16.271006,2.279854839049146
1300,2026-08-02T09:52:00.0000000+00:00,35.27943333,16.30781667,2026-08-02 09:52:00,35.283085,16.274412,3.05930359227189
1301,2026-08-02T10:22:00.0000000+00:00,35.28506667,16.32006667,2026-08-02 10:22:00,35.287815,16.278896,3.749253289268827
1302,2026-08-02T10:52:00.0000000+00:00,35.29095,16.33303333,2026-08-02 10:52:00,35.29213,16.28464,4.394179897724289
1303,2026-08-02T11:22:31.0000000+00:00,35.29653333,16.34645,2026-08-02 11:22:31,35.295956,16.291674,4.971691267189085
1304,2026-08-02T11:52:00.0000000+00:00,35.30113333,16.36003333,2026-08-02 11:52:00,35.299248,16.299913,5.459913140315837
1305,2026-08-02T12:22:00.0000000+00:00,35.30543333,16.37308333,2026-08-02 12:22:00,35.30186,16.309223,5.808689119865644
1306,2026-08-02T12:52:00.0000000+00:00,35.30913333,16.38516667,2026-08-02 12:52:00,35.303482,16.319296,6.0102728596918915
1307,2026-08-02T13:22:00.0000000+00:00,35.31243333,16.39663333,2026-08-02 13:22:00,35.304016,16.329782,6.13797334372783
1308,2026-08-02T13:52:00.0000000+00:00,35.31553333,16.40731667,2026-08-02 13:52:00,35.30348,16.339844,6.267418786360777
1309,2026-08-02T14:22:00.0000000+00:00,35.31815,16.41846667,2026-08-02 14:22:00,35.302017,16.349115,6.543621312799993
1310,2026-08-02T14:52:00.0000000+00:00,35.3207,16.42975,2026-08-02 14:52:00,35.299946,16.357796,6.924938119750823
1311,2026-08-02T15:22:00.0000000+00:00,35.32338333,16.44075,2026-08-02 15:22:00,35.29741,16.365822,7.386906647511825
1312,2026-08-02T15:52:00.0000000+00:00,35.3259,16.45238333,2026-08-02 15:52:00,35.29438,16.373177,7.996205138687772
1313,2026-08-02T16:22:00.0000000+00:00,35.32875,16.46406667,2026-08-02 16:22:00,35.290997,16.379833,8.720229716238526
1314,2026-08-02T16:52:00.0000000+00:00,35.33116667,16.4757,2026-08-02 16:52:00,35.287487,16.385803,9.493770454477948
1315,2026-08-02T17:22:17.0000000+00:00,35.33351667,16.48666667,2026-08-02 17:22:17,35.284035,16.391153,10.26604900524066
1316,2026-08-02T17:52:00.0000000+00:00,35.33595,16.4968,2026-08-02 17:52:00,35.28084,16.395798,11.024978179058472
1317,2026-08-02T18:22:00.0000000+00:00,35.3376,16.50605,2026-08-02 18:22:00,35.278046,16.399776,11.698201953440075
1318,2026-08-02T18:52:00.0000000+00:00,35.33928333,16.51481667,2026-08-02 18:52:00,35.27581,16.402885,12.36835658561177
1319,2026-08-02T19:22:02.0000000+00:00,35.34115,16.5242,2026-08-02 19:22:02,35.274136,16.405222,13.118189986304623
1320,2026-08-02T19:52:00.0000000+00:00,35.34288333,16.5332,2026-08-02 19:52:00,35.272736,16.4074,13.825654657789938
1321,2026-08-02T20:22:00.0000000+00:00,35.34496667,16.54115,2026-08-02 20:22:00,35.271553,16.409466,14.471463177066541
1322,2026-08-02T20:52:00.0000000+00:00,35.34716667,16.54896667,2026-08-02 20:52:00,35.270668,16.410847,15.147218141249649
1323,2026-08-02T21:22:00.0000000+00:00,35.34915,16.55651667,2026-08-02 21:22:00,35.27011,16.411587,15.817354024828905
1324,2026-08-02T21:52:19.0000000+00:00,35.35123333,16.56388333,2026-08-02 21:52:19,35.270035,16.412415,16.444367861861362
1325,2026-08-02T22:22:00.0000000+00:00,35.35351667,16.57028333,2026-08-02 22:22:00,35.270477,16.413467,16.96253294400728
1326,2026-08-02T22:52:00.0000000+00:00,35.35601667,16.57671667,2026-08-02 22:52:00,35.271477,16.414436,17.46935404940459
1327,2026-08-02T23:22:00.0000000+00:00,35.35866667,16.58285,2026-08-02 23:22:00,35.27306,16.415384,17.93000811664853
1328,2026-08-02T23:52:00.0000000+00:00,35.3613,16.58813333,2026-08-02 23:52:00,35.275352,16.416885,18.24122831794905
1329,2026-08-03T00:22:00.0000000+00:00,35.36426667,16.59308333,2026-08-03 00:22:00,35.27833,16.418962,18.462661808862748
1330,2026-08-03T00:53:20.0000000+00:00,35.36778333,16.59858333,2026-08-03 00:53:20,35.28175,16.421022,18.735300478237836
1331,2026-08-03T01:22:00.0000000+00:00,35.37143333,16.60366667,2026-08-03 01:22:00,35.28555,16.423046,18.96540105566399
1332,2026-08-03T01:52:00.0000000+00:00,35.37535,16.60843333,2026-08-03 01:52:00,35.289562,16.425426,19.146717809227987
